shap_TyreAge,shap_LapTimeDelta,shap_GapAhead,shap_LapsRemaining,shap_Position,shap_CompoundIdx,shap_TrackTemp,shap_Rainfall,shap_SpeedST
0.7038334225195921,0.7524662229827526,0.5030044062585631,0.39341776229859804,0.20415150057378695,0.2420701744376169,0.16835767404712598,0.07726520171500277,0.03950312401755812
0.8823932961297454,0.6735275137452308,0.5227465456586383,0.36489309178948826,0.16748293245175866,0.21043396498208886,0.13144197843250408,0.08210761219801342,0.005935846822838396
0.805194027046915,0.7214324633743483,0.43893773572756645,0.4051287359927757,0.24350477548785293,0.20351133819556533,0.053596067126171376,-0.009183399154366029,0.050222147408983474
0.8305762265176323,0.7750326289673801,0.44989251044001105,0.31702738906854305,0.2865240076475332,0.21375550671741572,0.1136359554063252,0.019346265288020373,0.036227281341079005
0.8827268096434413,0.639341236373913,0.44974978267723037,0.39422296354093933,0.2560113887131221,0.167457475297639,0.08000857543072075,0.12898034470273467,-0.04152188173770796
0.8141203285185574,0.7770626096469921,0.5066746135825243,0.2732923952651461,0.26455637604574755,0.1707418592048503,0.08353226570195142,0.18125113788597885,0.07203407259135637
0.8360968312270884,0.7757277558344747,0.34268166430872743,0.40328764545264956,0.2721831934388404,0.22568016340711533,0.17808164401284046,0.14974220763759022,0.0997376600273736
0.8834013374902593,0.7578886392262908,0.41912324022306274,0.34831319576143593,0.2464225698154857,0.2333735471969147,0.17846819577854983,0.09444527263338454,0.07017161488747614
0.8549502345831627,0.7240409495511463,0.40506785799537004,0.3564643432658308,0.3221971845376133,0.21962307030895345,0.1427884740662021,0.10389590974798452,0.12986385460573702
0.8421290655211405,0.6853536724592352,0.3445543523539299,0.29971656231005983,0.2516804316598183,0.1805625317053091,0.1400210491826373,0.0912567337325877,0.0044838390978925655
0.8522816760933163,0.73537915758366,0.452868288701356,0.4376947490799957,0.2017805368592041,0.17999859013712038,0.09995730908894374,0.11100704728574542,-0.04631110081287962
0.8461238914189867,0.6609259332961817,0.4226477432672474,0.2973275976393127,0.21749837387203372,0.23210024543521926,0.11816793123865663,0.0859761927291223,0.03616692736631059
0.8573600361906706,0.6903909533983079,0.47253544915592305,0.37735250023363714,0.28692339290545965,0.1811901793078222,0.1463221303965709,0.010025532145789481,0.0820194842737483
0.8562376754726791,0.6963519763362711,0.474313996944966,0.28279171388313895,0.22446964979612385,0.22303036160659692,0.03418400184536176,0.1347419492247668,0.09632655390617796
0.8942633806128247,0.781659080176892,0.5273384206125826,0.2888320105198657,0.2531503188861301,0.19453491588876326,0.08377009216980134,0.12038940663240864,0.12228425855380928
0.8555697200282687,0.790151722051187,0.4511926096519291,0.3178119734847229,0.2512442029394572,0.2741305388365739,0.14837139371733393,0.13048180258315406,0.044157565199743704
0.8713388308124548,0.7301089875204371,0.4676146833392628,0.3938191656299388,0.2539577145035178,0.12218121919429425,0.14854449433196681,0.08412361875814778,-0.09576141840358841
0.8527918756674021,0.7424991020861222,0.4423190073499852,0.28242942899266943,0.2330903755751787,0.2262675559996386,0.1908676181965278,0.10680981148683308,0.07409506980309842
0.8003125278801059,0.6818324116085724,0.4093086024151938,0.43533809348385577,0.24682403080310794,0.14539300853614315,0.10548641273637277,0.16317349452304267,0.1567337838915751
0.820772570085394,0.6823798324769591,0.4566759702333835,0.3891925258553954,0.1943789706431755,0.23527879544491737,0.19703092225648827,0.1843515150290494,0.16843316495625693
0.8809085927499293,0.6733944752853229,0.4875449285818015,0.38465695814987894,0.1865941669077018,0.2582275995489649,0.24727561094426057,0.07376250563825373,0.01964738706305015
0.9016192618612798,0.7111807816948121,0.5672111060798326,0.3579377668553676,0.15344870294945664,0.21693980811541216,0.14781344602714427,0.1979392331246847,0.11234411272415666
0.8301414564574762,0.7205351402679148,0.3966136942054499,0.37138368051691567,0.3587667575974768,0.24086887750649366,0.11698511055298177,0.044121628378052925,0.11777374007993748
